1000014754	463510256	1624843756147	5	0	16	0	0
1000014754	463852707	1624843756147	5	0	13	1	80
1000014754	464757134	1625052999841	5	0	13	1	1050
1000014754	464617167	1625052999841	5	0	16	1	286
1000014754	465426190	1625382421168	5	0	5	0	0
1000014754	465815972	1625382421168	5	0	4	1	285
1000014754	465991958	1625382421168	5	0	0	1	353
1000014754	463067100	1624757147178	5	0	13	0	0
1000014754	464264603	1625011694982	5	1	18	0	0
1000014754	464295109	1625009731701	5	0	19	1	215
1000014754	463797180	1625009731701	5	0	16	1	263
1000014754	464140836	1625009731701	5	0	13	0	0
1000014754	464088301	1625009731701	5	0	18	1	45
1000014754	464264603	1625011694982	5	1	18	1	430
1000014754	464088301	1625009731701	5	0	18	0	0
1000014754	464757134	1625052999841	5	0	13	0	0
1000014754	465295045	1625226870896	2	0	16	1	194
1000014754	463625484	1624762446340	5	0	12	1	268
1000014754	463625484	1624762446340	5	0	12	1	57
1000014754	463420121	1624692067329	2	0	14	0	0
1000014754	463437467	1624692067329	2	0	16	0	0
1000014754	463385118	1624692067329	2	0	12	0	0
1000014754	463661555	1624767245288	5	0	13	0	0
1000014754	466309104	1625488834312	5	0	12	0	0
1000014754	465780170	1625488834312	5	0	16	0	0
1000014754	465714760	1625488834312	5	0	17	1	45
1000014754	465753089	1625488834312	5	0	15	0	0
1000014754	463852707	1624843756147	5	0	13	0	0
1000014754	463864053	1624838001390	5	0	12	0	0
1000014754	463864053	1624838001390	5	0	12	1	17
1000014754	463385124	1624686195537	2	0	12	0	0
1000014754	463385124	1624686195537	2	0	12	1	532
1000026896	464559719	1625148288960	2	15	98	0	0
1000026896	465101402	1625147949827	2	14	89	0	0
1000026896	464931717	1625147949827	2	14	84	0	0
1000026896	465100676	1625150211313	5	21	27	0	0
1000026896	465224918	1625147676478	2	12	69	0	0
1000026896	465014289	1625147506253	2	9	34	0	0
1000026896	464668639	1625147676478	2	12	64	0	0
1000026896	464931373	1625147506253	2	9	38	0	0
1000026896	465123300	1625150211313	5	21	29	0	0
1000026896	464723668	1625147506253	2	9	39	0	0
1000026896	465111609	1625148288960	2	15	94	0	0
1000026896	465171775	1625147565099	2	10	42	0	0
1000026896	465199163	1625150176168	5	20	12	0	0
1000026896	464830918	1625150176168	5	20	14	0	0
1000026896	464727164	1625150176168	5	20	18	0	0
1000026896	465056506	1625147565099	2	10	44	0	0
1000026896	465060161	1625150176168	5	20	21	0	0
1000026896	464810700	1625147291419	2	7	19	0	0
1000026896	465085781	1625147565099	2	10	48	0	0
1000026896	465197878	1625147759628	2	13	78	1	275
1000026896	465027911	1625147565099	2	10	50	0	0
1000026896	465151644	1625147506253	2	9	32	0	0
1000026896	464879667	1625147759628	2	13	74	0	0
1000026896	465162408	1625150211313	5	21	22	0	0
1000026896	465030934	1625147378431	2	8	24	1	69
1000026896	465157951	1625148380183	2	17	114	0	0
1000026896	464464617	1625148380183	2	17	112	0	0
1000026896	465164001	1625147949827	2	14	82	0	0
1000026896	465099344	1625147759628	2	13	72	0	0
1000026896	465062016	1625147618339	2	11	52	0	0
1000026896	465095408	1625147618339	2	11	54	0	0
1000026896	465034706	1625147378431	2	8	29	0	0
1000026896	464757575	1625147618339	2	11	59	0	0
1000026896	465101771	1625147291419	2	7	14	0	0
1000026896	465117884	1625147241005	2	6	7	0	0
1000026896	465023797	1625147676478	2	12	62	0	0
1000026896	464713155	1625148325364	2	16	109	0	0
1000026896	465171464	1625148288960	2	15	92	0	0
1000026896	465174418	1625147378431	2	8	22	0	0
1000026896	464772503	1625148325364	2	16	104	0	0
1000026896	464854728	1625148325364	2	16	102	0	0
1000026896	465101553	1625147291419	2	7	12	0	0
1000026896	465161580	1625148288960	2	15	101	0	0
1000026896	463867628	1624850429776	5	0	13	0	0
1000026896	463934231	1624888109785	2	1	17	1	135
1000026896	463959537	1624888553796	2	2	27	0	0
1000026896	463489017	1624891110011	2	5	22	0	0
1000026896	464104791	1624888109785	2	1	20	0	0
1000026896	463401997	1624891110011	2	5	28	0	0
1000026896	463667170	1624890476783	2	4	18	0	0
1000026896	463424549	1624891110011	2	5	29	0	0
1000026896	463567276	1624888109785	2	1	21	1	5
1000026896	464097918	1624888553796	2	2	29	0	0
1000026896	463440516	1624888109785	2	1	22	0	0
1000026896	463881420	1624890468320	2	3	10	1	234
1000026896	463795740	1624890476783	2	4	12	0	0
1000026896	464150968	1624891110011	2	5	24	1	337
1000026896	463762941	1624890476783	2	4	14	0	0
1000026896	463904210	1624888094658	2	0	13	0	0
1000026896	464142329	1624890468320	2	3	11	0	0
1000026896	463553042	1624888553796	2	2	25	0	0
1000026896	464151230	1624890476783	2	4	17	0	0
1000026896	463973218	1624888094658	2	0	16	1	233
1000026896	463785071	1624891110011	2	5	27	1	116
1000026896	463435476	1624888109785	2	1	15	0	0
1000026896	465272680	1625225247408	2	0	16	1	356
1000026896	466055345	1625552536844	5	1	15	0	0
1000026896	466507485	1625553488729	5	2	27	1	232
1000026896	466221996	1625552536844	5	1	17	0	0
1000026896	466404986	1625552536844	5	1	22	0	0
1000026896	466585139	1625552078397	5	0	16	0	0
1000026896	466571584	1625552536844	5	1	21	1	112
1000026896	466455801	1625553488729	5	2	25	0	0
1000026896	466221996	1625552536844	5	1	17	1	145
1000026896	465431410	1625254494555	5	2	27	0	0
1000026896	465319256	1625254415390	5	1	15	0	0
1000026896	465569931	1625254415390	5	1	17	0	0
1000026896	465302717	1625254415390	5	1	19	0	0
1000026896	465551491	1625254415390	5	1	20	0	0
1000026896	465600937	1625254494555	5	2	25	0	0
1000026896	465513662	1625254415390	5	1	22	0	0
1000026896	464323121	1624952652618	5	1	17	0	0
1000026896	464344953	1624952652618	5	1	15	0	0
