1000014754	463852707	1624843756147	5	0	13	1	80
1000014754	464757134	1625052999841	5	0	13	1	1050
1000014754	465815972	1625382421168	5	0	4	1	285
1000014754	465991958	1625382421168	5	0	0	1	353
1000014754	464295109	1625009731701	5	0	19	1	215
1000014754	463797180	1625009731701	5	0	16	1	263
1000014754	464088301	1625009731701	5	0	18	1	45
1000014754	464264603	1625011694982	5	1	18	1	430
1000014754	465295045	1625226870896	2	0	16	1	194
1000014754	463625484	1624762446340	5	0	12	1	268
1000014754	463625484	1624762446340	5	0	12	1	57
1000014754	465714760	1625488834312	5	0	17	1	45
1000014754	463864053	1624838001390	5	0	12	1	17
1000014754	463385124	1624686195537	2	0	12	1	532
